original_id,namn,ansvarigt_lan,kommuner,antal_arter,arter,fiskekartan_arter,antal_sjoar_survey,antal_vattendrag_survey,kallor,url_fvof,url_fiskekartan
1753,Barkensjöarnas fvof,Dalarna,"Norberg, Fagersta, Smedjebacken",26,Abborre; Asp; Benlöja; Braxen; Bäcknejonöga; Bäckröding; Elritsa; Gädda; Gärs; Gös; Id; Karp; Lake; Lax; Mört; Nejonöga; Nors; Regnbåge; Ruda; Röding; Sarv; Signalkräfta; Sik; Siklöja; Stensimpa; Öring,Abborre; Asp; Benlöja; Braxen; Bäckröding; Gädda; Gärs; Gös; Id; Karp; Lake; Lax; Mört; Nors; Regnbåge; Ruda; Röding; Sarv,6,11,fiskekartan; slu_provfiske; extern_fvof,barkensjoarnasfvof.se/,https://fiskekartan.se/?fv=Barkensjöarnas%20fvof&sp=false
310,Bellens fvof,Jönköping,Eksjö,15,Abborre; Bergsimpa; Braxen; Elritsa; Gädda; Gärs; Lake; Mört; Nors; Signalkräfta; Sik; Siklöja; Stensimpa; Sut; Sutare,Abborre; Bergsimpa; Braxen; Elritsa; Gädda; Gärs; Lake; Mört; Nors; Sik; Siklöja; Stensimpa; Sut,1,1,fiskekartan; slu_provfiske,www.bellenfiske.se/,https://fiskekartan.se/?fv=Bellens%20fvof&sp=false
1597,Bellvik-Rörströms fvof,Jämtland,"Strömsund, Dorotea",14,Abborre; Benlöja; Braxen; Gädda; Harr; Id; Lake; Mört; Röding; Sik; Simpa (Berg-; Sten-; Stensimpa; Öring,Abborre; Benlöja; Braxen; Gädda; Harr; Id; Lake; Mört; Röding; Sik; Öring,0,1,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Bellvik-Rörströms%20fvof&sp=false
1883,Bengtsbrohöljens fvof,Västra Götaland,Bengtsfors,21,Abborre; Benlöja; Bergsimpa; Braxen; Bäckröding; Elritsa; Gädda; Gärs; Id; Lake; Mört; Nors; Regnbåge; Sik; Siklöja; Simpa (Berg-; Sten-; Stensimpa; Sutare; Ål; Öring,,1,3,slu_provfiske; gbif,,https://fiskekartan.se/?fv=Bengtsbrohöljens%20fvof&sp=false
1519,Bensjö fvof,Jämtland,Bräcke,13,Abborre; Bergsimpa; Bäcknejonöga; Elritsa; Gädda; Harr; Lake; Mört; Röding; Sik; Stensimpa; Ål; Öring,Abborre; Bergsimpa; Bäcknejonöga; Elritsa; Gädda; Harr; Lake; Mört; Röding; Sik; Stensimpa; Ål; Öring,0,3,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Bensjö%20fvof&sp=false
1333,Bergeforsens fvof,Västernorrland,Timrå,11,Abborre; Benlöja; Gädda; Gärs; Harr; Id; Lax; Mört; Sik; Stäm; Öring,,0,0,slu_provfiske; extern_fvof,bergeforsfisket.com/,https://fiskekartan.se/?fv=Bergeforsens%20fvof&sp=false
2160,Bergs vattens fvof,Västra Götaland,Uddevalla,0,,,0,0,,,https://fiskekartan.se/?fv=Bergs%20vattens%20fvof&sp=false
590,Bergsjön m.fl. sjöars fvof,Kronoberg,Växjö,13,Abborre; Benlöja; Bergsimpa; Braxen; Flodkräfta; Gädda; Gärs; Lake; Mört; Sandkrypare; Sarv; Signalkräfta; Sutare,,3,3,slu_provfiske,,https://fiskekartan.se/?fv=Bergsjön%20m.fl.%20sjöars%20fvof&sp=false
1111,Bergsjöns fvof,Västerbotten,Vilhelmina,3,Harr; Röding; Öring,Harr; Röding; Öring,0,1,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Bergsjöns%20fvof&sp=false
931,Bergsjöns fvof,Värmland,Arvika,10,Abborre; Benlöja; Björkna; Braxen; Gädda; Gärs; Gös; Mört; Nors; Sarv,,1,0,slu_provfiske,,https://fiskekartan.se/?fv=Bergsjöns%20fvof&sp=false
1279,Bergsjöns fvof,Västernorrland,Kramfors,7,Elritsa; Gärs; Mört; Röding; Småspigg; Ål; Öring,Elritsa; Mört; Röding; Småspigg; Öring,1,0,fiskekartan; slu_provfiske; gbif,www.bergsjon-trollvattnet.se,https://fiskekartan.se/?fv=Bergsjöns%20fvof&sp=false
1199,Betarsjöns fvof,Västernorrland,Sollefteå,13,Abborre; Benlöja; Bäcknejonöga; Elritsa; Gädda; Gärs; Harr; Lake; Mört; Nors; Sik; Siklöja; Öring,,3,3,slu_provfiske,www.vattenagarna.se/vasternorrlands-lans-fiskerattsagareforbund/?o=558,https://fiskekartan.se/?fv=Betarsjöns%20fvof&sp=false
1342,Billsjösjöns fvof,Västernorrland,Örnsköldsvik,6,Abborre; Benlöja; Gädda; Gärs; Mört; Siklöja,,1,0,slu_provfiske,,https://fiskekartan.se/?fv=Billsjösjöns%20fvof&sp=false
1251,Binböletjärns fvof,Västernorrland,Kramfors,3,Lake; Röding; Öring,Lake; Röding; Öring,0,0,fiskekartan,,https://fiskekartan.se/?fv=Binböletjärns%20fvof&sp=false
1493,Bispgårdens fvof,Jämtland,Ragunda,8,Bergsimpa; Bäcknejonöga; Gädda; Lake; Simpa (Berg-; Sten-; Stensimpa; Öring,,0,3,slu_provfiske,,https://fiskekartan.se/?fv=Bispgårdens%20fvof&sp=false
1039,Bjensjöns fvof,Västerbotten,Umeå,6,Abborre; Braxen; Gädda; Mört; Stäm; Öring,,1,1,slu_provfiske,,https://fiskekartan.se/?fv=Bjensjöns%20fvof&sp=false
1758,Bjursås-Leksands fvof,Dalarna,"Leksand, Rättvik, Falun",27,Abborre; Benlöja; Bergsimpa; Braxen; Bäcknejonöga; Bäckröding; Bäckröding_Öring_Hybrid; Elritsa; Flodkräfta; Gädda; Gärs; Gös; Harr; Id; Lake; Mört; Nejonöga; Nors; Regnbåge; Ruda; Röding; Signalkräfta; Sik; Siklöja; Stens; Stensimpa; Öring,Abborre; Braxen; Bäckröding; Gädda; Gärs; Gös; Id; Lake; Mört; Ruda; Röding; Sik; Siklöja; Stens,14,27,fiskekartan; slu_provfiske,bjursasleksandsfvof.se/,https://fiskekartan.se/?fv=Bjursås-Leksands%20fvof&sp=false
1049,Bjurträsk fvof,Västerbotten,Norsjö,7,Abborre; Gädda; Gärs; Lake; Mört; Regnbåge; Stäm,Abborre; Gädda; Gärs; Lake; Mört; Regnbåge; Stäm,0,0,fiskekartan,,https://fiskekartan.se/?fv=Bjurträsk%20fvof&sp=false
1033,Bjurvattnets fvof,Västerbotten,Skellefteå,5,Abborre; Gädda; Gärs; Lake; Mört,,2,1,slu_provfiske,,https://fiskekartan.se/?fv=Bjurvattnets%20fvof&sp=false
2225,Bjärlången-Dalsjöns fvof,Skåne,Hässleholm,11,Abborre; Braxen; Flodkräfta; Grönling; Gädda; Gös; Karp; Mört; Sarv; Sutare; Öring,Abborre; Braxen; Gädda; Gös; Karp; Mört; Sutare,1,1,fiskekartan; slu_provfiske,www.bdfvo.se/,https://fiskekartan.se/?fv=Bjärlången-Dalsjöns%20fvof&sp=false
1460,Bjärsens fvof,Östergötland,Linköping,7,Abborre; Bäcknejonöga; Elritsa; Gärs; Mört; Signalkräfta; Öring,,0,1,slu_provfiske,www.vattenagarna.se/ostergotlands-lans-fiskevattenagareforbund/?o=694,https://fiskekartan.se/?fv=Bjärsens%20fvof&sp=false
1416,Bjäsäters fvof,Östergötland,Linköping,4,Abborre; Gädda; Mört; Sutare,Abborre; Gädda; Mört; Sutare,0,0,fiskekartan,,https://fiskekartan.se/?fv=Bjäsäters%20fvof&sp=false
2215,Björka-Åsumsåns fvof,Skåne,Sjöbo,14,Abborre; Benlöja; Bäcknejonöga; Elritsa; Gädda; Gärs; Kräfta obestämd; Mört; Signalkräfta; Småspigg; Spigg obestämd; Storspigg; Ål; Öring,Abborre; Gädda; Öring,0,3,fiskekartan; slu_provfiske; gbif,,https://fiskekartan.se/?fv=Björka-Åsumsåns%20fvof&sp=false
145,Björkasjö fvof,Halland,"Falkenberg, Varberg",4,Abborre; Gädda; Mört; Sarv,,2,0,slu_provfiske,,https://fiskekartan.se/?fv=Björkasjö%20fvof&sp=false
2055,Björkens fvof,Västra Götaland,Ulricehamn,7,Abborre; Braxen; Gädda; Lake; Mört; Sutare; Ål,Abborre; Braxen; Gädda; Lake; Mört; Sutare; Ål,0,0,fiskekartan,,https://fiskekartan.se/?fv=Björkens%20fvof&sp=false
1435,Björkerns fvof,Östergötland,Kinda,16,Abborre; Benlöja; Bergsimpa; Björkna; Braxen; Gädda; Gärs; Hornsimpa; Lake; Mört; Nors; Röding; Sarv; Signalkräfta; Siklöja; Sutare,Abborre; Benlöja; Braxen; Gädda; Lake; Mört; Nors; Röding; Siklöja; Sutare,1,1,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Björkerns%20fvof&sp=false
519,Björkesjö-Labbemåla fvof,Kronoberg,Uppvidinge,3,Abborre; Gädda; Mört,,3,1,slu_provfiske,,https://fiskekartan.se/?fv=Björkesjö-Labbemåla%20fvof&sp=false
535,Björkesjös fvof,Kronoberg,Uppvidinge,4,Abborre; Gädda; Mört; Sutare,,1,0,slu_provfiske,,https://fiskekartan.se/?fv=Björkesjös%20fvof&sp=false
1978,Björklångens fvof,Västra Götaland,Karlsborg,8,Abborre; Gädda; Gärs; Lake; Mört; Sik; Siklöja; Ål,,0,0,gbif,,https://fiskekartan.se/?fv=Björklångens%20fvof&sp=false
878,Björklångens fvof,Värmland,"Sunne, Hagfors",8,Abborre; Gädda; Lake; Mört; Nors; Sik; Siklöja; Öring,,2,3,slu_provfiske,www.vattenagarna.se/varmlands-lans-fiskevardsforbund/?o=747,https://fiskekartan.se/?fv=Björklångens%20fvof&sp=false
1097,Björksele fvof  (Lycksele),Västerbotten,"Malå, Lycksele",19,Abborre; Benlöja; Bäckröding; Elritsa; Gädda; Gärs; Harr; Lake; Lax; Mört; Regnbåge; Röding; Sik; Siklöja; Simpa (Berg-; Sten-; Stensimpa; Stäm; Öring,,4,9,slu_provfiske; gbif,,https://fiskekartan.se/?fv=Björksele%20fvof%20%20(Lycksele)&sp=false
1157,Björksele fvof  (Åsele),Västerbotten,"Dorotea, Åsele",10,Abborre; Bergsimpa; Braxen; Elritsa; Gädda; Harr; Lake; Sik; Stensimpa; Öring,Abborre; Braxen; Gädda; Lake; Sik; Öring,0,1,fiskekartan; slu_provfiske; extern_fvof,sodralappland.nu/fiskeomraden/fiskeomraden-asele/bjorksele-fiskevardsomrade/,https://fiskekartan.se/?fv=Björksele%20fvof%20%20(Åsele)&sp=false
1565,Björkvattnets fvof,Jämtland,Strömsund,4,Bäckröding; Elritsa; Röding; Öring,Röding; Öring,1,1,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Björkvattnets%20fvof&sp=false
1207,Björkåns fvof,Västernorrland,"Sollefteå, Örnsköldsvik",27,Abborre; Benlöja; Braxen; Bäcknejonöga; Bäckröding; Elritsa; Flodkräfta; Flodnejonöga; Gädda; Gärs; Harr; Havsöring; Karpfisk obestämd; Lake; Lax; Mört; Nejonöga; Nors; Röding; Sik; Simpa (Berg-; Spigg obestämd; Sten-; Stensimpa; Stäm; Ål; Öring,Abborre; Bäckröding; Gädda; Gärs; Harr; Havsöring; Lake; Lax; Mört; Stensimpa; Ål; Öring,2,9,fiskekartan; slu_provfiske; gbif,,https://fiskekartan.se/?fv=Björkåns%20fvof&sp=false
1349,Björna fvof,Västernorrland,Örnsköldsvik,0,,,0,0,,,https://fiskekartan.se/?fv=Björna%20fvof&sp=false
226,Björnasjöns fvof,Jönköping,Vetlanda,7,Abborre; Gädda; Lake; Mört; Sik; Siklöja; Sutare,Abborre; Lake; Mört; Sutare,3,0,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Björnasjöns%20fvof&sp=false
1368,Björnsjö-Ledings fvof,Västernorrland,Örnsköldsvik,4,Abborre; Lake; Ruda; Öring,,1,1,slu_provfiske,,https://fiskekartan.se/?fv=Björnsjö-Ledings%20fvof&sp=false
303,Björsesjöns fvof,Jönköping,Gislaved,5,Abborre; Braxen; Gädda; Mört; Ål,Abborre; Braxen; Gädda; Mört; Ål,0,0,fiskekartan,,https://fiskekartan.se/?fv=Björsesjöns%20fvof&sp=false
1749,Björsjö-Åsgarns fvof,Dalarna,"Hedemora, Avesta",10,Abborre; Benlöja; Björkna; Braxen; Bäckröding; Gädda; Gärs; Mört; Sarv; Sutare,,2,2,slu_provfiske,,https://fiskekartan.se/?fv=Björsjö-Åsgarns%20fvof&sp=false
2023,Björsjöns fvof,Västra Götaland,Hjo,4,Abborre; Gädda; Mört; Sutare,,1,0,slu_provfiske,,https://fiskekartan.se/?fv=Björsjöns%20fvof&sp=false
2013,Björstorps fvof,Västra Götaland,Svenljunga,3,Abborre; Gädda; Regnbåge,,0,0,gbif,,https://fiskekartan.se/?fv=Björstorps%20fvof&sp=false
1165,Blattnicksele-Huftasjö fvof,Västerbotten,Sorsele,9,Abborre; Elritsa; Gädda; Harr; Lake; Lax; Mört; Sik; Öring,Abborre; Gädda; Harr; Lake; Lax; Mört; Sik; Öring,0,3,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Blattnicksele-Huftasjö%20fvof&sp=false
1434,Blomsfors/Tyrisfors fvof,Östergötland,Kinda,1,Sutare,Sutare,0,0,fiskekartan,,https://fiskekartan.se/?fv=Blomsfors/Tyrisfors%20fvof&sp=false
928,Blomskogs fvof,Värmland,"Bengtsfors, Årjäng",23,Abborre; Asp; Bergsimpa; Björkna; Braxen; Bäcknejonöga; Bäckröding; Elritsa; Flodkräfta; Gädda; Gärs; Gös; Lake; Lax; Mört; Nejonöga; Nors; Sarv; Sik; Siklöja; Stensimpa; Ål; Öring,Abborre; Asp; Björkna; Braxen; Bäckröding; Gädda; Gös; Lax; Mört; Ål,5,6,fiskekartan; slu_provfiske,www.vattenagarna.se/varmlands-lans-fiskevardsforbund/?o=753,https://fiskekartan.se/?fv=Blomskogs%20fvof&sp=false
909,Blysjön m.fl sjöars fvof,Värmland,"Forshaga, Karlstad",9,Abborre; Benlöja; Björkna; Braxen; Gädda; Gärs; Gös; Mört; Nors,Abborre; Gädda; Gös; Mört,1,0,fiskekartan; slu_provfiske,www.vattenagarna.se/varmlands-lans-fiskevardsforbund/?o=160,https://fiskekartan.se/?fv=Blysjön%20m.fl%20sjöars%20fvof&sp=false
1100,Blåvikens fvof,Västerbotten,Lycksele,5,Abborre; Gädda; Harr; Regnbåge; Öring,Abborre; Gädda; Harr; Regnbåge; Öring,0,0,fiskekartan,,https://fiskekartan.se/?fv=Blåvikens%20fvof&sp=false
552,"Blötskog, Marshult, Norramåla fvof",Kronoberg,Uppvidinge,3,Abborre; Gädda; Mört,,3,0,slu_provfiske,,"https://fiskekartan.se/?fv=Blötskog,%20Marshult,%20Norramåla%20fvof&sp=false"
405,Boasjöns fvof,Kalmar,Nybro,4,Abborre; Gädda; Mört; Sutare,Abborre; Gädda; Mört,1,0,fiskekartan; slu_provfiske,www.vattenagarna.se/kalmar-lans-fiskevattenagareforbund/?o=575,https://fiskekartan.se/?fv=Boasjöns%20fvof&sp=false
312,Boaskögle fvof,Jönköping,Vetlanda,5,Abborre; Gädda; Mört; Signalkräfta; Sutare,Abborre; Gädda; Mört; Sutare,2,1,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Boaskögle%20fvof&sp=false
1909,Bocksjöns fvof,Västra Götaland,Karlsborg,10,Abborre; Bäcknejonöga; Flodnejonöga; Gädda; Gärs; Kräfta obestämd; Lake; Mört; Signalkräfta; Öring,,0,1,slu_provfiske,,https://fiskekartan.se/?fv=Bocksjöns%20fvof&sp=false
277,Bodanäsasjöns fvof,Jönköping,Nässjö,7,Abborre; Gädda; Lake; Mört; Sarv; Signalkräfta; Öring,Gädda; Lake; Mört; Sarv,0,1,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Bodanäsasjöns%20fvof&sp=false
2197,Bodarpasjöns fvof,Skåne,"Osby, Hässleholm",4,Abborre; Gädda; Mört; Sutare,Abborre; Gädda,1,0,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Bodarpasjöns%20fvof&sp=false
255,Bodasjöns fvof,Jönköping,Vetlanda,4,Abborre; Gädda; Mört; Sik,Abborre; Gädda; Mört; Sik,0,0,fiskekartan,,https://fiskekartan.se/?fv=Bodasjöns%20fvof&sp=false
1948,Bodasjöns fvof,Västra Götaland,Lilla Edet,11,Abborre; Benlöja; Braxen; Gädda; Gärs; Gös; Id; Mört; Sarv; Sutare; Ål,Abborre; Benlöja; Braxen; Gädda; Gärs; Gös; Id; Mört; Sarv; Sutare; Ål,0,0,fiskekartan,www.vattenagarna.se/fiskevattenagarna-i-vastra-sverige/?o=666,https://fiskekartan.se/?fv=Bodasjöns%20fvof&sp=false
825,Bodasundets fvof,Uppsala,Östhammar,11,Abborre; Benlöja; Björkna; Braxen; Gädda; Gärs; Gös; Id; Mört; Nors; Storspigg,,0,0,slu_provfiske; gbif,,https://fiskekartan.se/?fv=Bodasundets%20fvof&sp=false
1536,Bodsjöns fvof,Jämtland,"Bräcke, Berg, Östersund",17,Abborre; Bergsimpa; Bäckröding; Elritsa; Gädda; Harr; Id; Lake; Mört; Regnbåge; Röding; Sik; Simpa (Berg-; Sten-; Stensimpa; Ål; Öring,Abborre; Bäckröding; Elritsa; Gädda; Harr; Id; Lake; Mört; Regnbåge; Röding; Sik; Stensimpa; Ål; Öring,0,7,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Bodsjöns%20fvof&sp=false
1352,Bodtjärnens fvof,Västernorrland,Sundsvall,23,Abborre; Benlöja; Braxen; Elritsa; Flodkräfta; Flodnejonöga; Gädda; Harr; Id; Lake; Lax; Lax_Öring_Hybrid; Mört; Nejonöga; Nors; Ruda; Siklöja; Simpa (Berg-; Sten-; Stensimpa; Stäm; Ål; Öring,,0,5,slu_provfiske; gbif,,https://fiskekartan.se/?fv=Bodtjärnens%20fvof&sp=false
1457,Boens fvof,Östergötland,Ydre,5,Abborre; Elritsa; Gädda; Signalkräfta; Öring,,0,1,slu_provfiske,,https://fiskekartan.se/?fv=Boens%20fvof&sp=false
869,Bogens fvof,Värmland,"Torsby, Sunne, Arvika",11,Abborre; Benlöja; Bäcknejonöga; Elritsa; Gädda; Gärs; Lake; Mört; Sik; Ål; Öring,,7,7,slu_provfiske; gbif,www.vattenagarna.se/varmlands-lans-fiskevardsforbund/?o=725,https://fiskekartan.se/?fv=Bogens%20fvof&sp=false
1156,Boksjöns fvof,Västerbotten,Storuman,4,Elritsa; Harr; Röding; Öring,Röding; Öring,1,5,fiskekartan; slu_provfiske; gbif,,https://fiskekartan.se/?fv=Boksjöns%20fvof&sp=false
11,Bollnäs norra fvof,Gävleborg,"Ovanåker, Bollnäs",22,Abborre; Benlöja; Björkna; Braxen; Bäcknejonöga; Bäckröding; Elritsa; Flodkräfta; Gädda; Gärs; Gös; Harr; Lake; Mört; Nors; Regnbåge; Ruda; Sarv; Siklöja; Stensimpa; Stäm; Öring,,4,12,slu_provfiske; extern_fvof,,https://fiskekartan.se/?fv=Bollnäs%20norra%20fvof&sp=false
5,Bollnäs södra fvof,Gävleborg,"Ockelbo, Ovanåker, Bollnäs",14,Abborre; Bäcknejonöga; Bäckröding; Elritsa; Flodkräfta; Gädda; Lake; Mört; Nejonöga; Sik; Simpa (Berg-; Sten-; Stensimpa; Öring,,5,24,slu_provfiske,,https://fiskekartan.se/?fv=Bollnäs%20södra%20fvof%20&sp=false
1293,Bollsta-Väja fvof,Västernorrland,Kramfors,12,Abborre; Elritsa; Flodkräfta; Gädda; Harr; Lake; Lax; Nejonöga; Simpa (Berg-; Sten-; Stensimpa; Öring,,0,1,slu_provfiske,,https://fiskekartan.se/?fv=Bollsta-Väja%20fvof&sp=false
533,Bolmens fvof,Kronoberg,"Gislaved, Värnamo, Ljungby, Hylte",20,Abborre; Benlöja; Bergsimpa; Björkna; Braxen; Elritsa; Flodkräfta; Gädda; Gärs; Gös; Lake; Mört; Ruda; Sarv; Signalkräfta; Sik; Siklöja; Sutare; Ål; Öring,Abborre; Benlöja; Bergsimpa; Björkna; Braxen; Elritsa; Gädda; Gärs; Gös; Lake; Mört; Ruda; Sarv,3,2,fiskekartan; slu_provfiske,bolmensweden.com/,https://fiskekartan.se/?fv=Bolmens%20fvof&sp=false
575,Bolmåns fvof,Kronoberg,Ljungby,12,Abborre; Benlöja; Bergsimpa; Braxen; Gärs; Gös; Lake; Mört; Signalkräfta; Sik; Siklöja; Öring,,1,2,slu_provfiske,www.nottja.com/bof/BolmanFVO.htm,https://fiskekartan.se/?fv=Bolmåns%20fvof&sp=false
1429,Borens fvof,Östergötland,Motala,7,Abborre; Braxen; Bäcknejonöga; Gädda; Mört; Nejonöga; Stensimpa,Abborre; Braxen; Gädda; Mört,0,2,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Borens%20fvof&sp=false
1132,Borgsjö fvof,Västerbotten,Åsele,11,Abborre; Benlöja; Braxen; Gädda; Harr; Id; Lake; Mört; Sik; Stensimpa; Öring,Abborre; Braxen; Gädda; Harr; Id; Mört; Sik; Öring,1,2,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Borgsjö%20fvof&sp=false
1176,Borgsjö mellersta fvof,Västernorrland,Ånge,0,,,0,0,,www.laget.se/BORGSJO_MELLERSTAFVO,https://fiskekartan.se/?fv=Borgsjö%20mellersta%20fvof&sp=false
1242,Borgsjöbyns fvof,Västernorrland,Ånge,10,Abborre; Bäcknejonöga; Elritsa; Gädda; Harr; Lake; Röding; Sik; Stensimpa; Öring,Abborre; Gädda; Harr; Lake; Röding; Öring,1,4,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Borgsjöbyns%20fvof&sp=false
1471,Borken-Såken fvof,Östergötland,Åtvidaberg,25,Abborre; Benlöja; Björkna; Braxen; Bäcknejonöga; Flodkräfta; Flodnejonöga; Gädda; Gärs; Gös; Id; Karp; Lake; Mört; Nissöga; Nors; Ruda; Sarv; Signalkräfta; Sik; Siklöja; Stensimpa; Sutare; Ål; Öring,Abborre; Braxen; Gädda; Gös; Id; Lake; Mört,0,1,fiskekartan; slu_provfiske; gbif,,https://fiskekartan.se/?fv=Borken-Såken%20fvof&sp=false
1756,Borlänge centrala fvof,Dalarna,"Gagnef, Falun, Borlänge, Säter",24,Abborre; Benlöja; Braxen; Bäcknejonöga; Bäckröding; Elritsa; Gädda; Gärs; Gös; Harr; Id; Karp; Lake; Mört; Nors; Regnbåge; Ruda; Röding; Sarv; Si; Signalkräfta; Stensimpa; Sutare; Öring,Abborre; Benlöja; Braxen; Bäckröding; Gädda; Gärs; Gös; Harr; Id; Karp; Lake; Mört; Nors; Regnbåge; Ruda; Röding; Sarv; Si,6,7,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Borlänge%20centrala%20fvof&sp=false
380,Borlångens fvof,Jönköping,Gislaved,6,Abborre; Braxen; Gädda; Mört; Sutare; Ål,Abborre; Braxen; Gädda; Mört; Sutare; Ål,1,0,fiskekartan; slu_provfiske,www.vattenagarna.se/jonkopings-lans-fiskevattenagareforbund/?o=872,https://fiskekartan.se/?fv=Borlångens%20fvof&sp=false
72,Borrsjöåns fvof,Gävleborg,Sandviken,12,Abborre; Bäcknejonöga; Bäckröding; Elritsa; Gädda; Lake; Mört; Nejonöga; Regnbåge; Röding; Stensimpa; Öring,Abborre; Gädda; Regnbåge; Röding; Öring,1,16,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Borrsjöåns%20fvof&sp=false
322,Bors fvof,Jönköping,Värnamo,8,Abborre; Elritsa; Gädda; Lake; Mört; Signalkräfta; Sutare; Ål,,0,1,slu_provfiske,,https://fiskekartan.se/?fv=Bors%20fvof&sp=false
867,Borssjöns fvof,Värmland,Karlstad,10,Abborre; Benlöja; Elritsa; Flodkräfta; Gädda; Gärs; Lake; Mört; Stensimpa; Öring,,0,3,slu_provfiske,www.vattenagarna.se/varmlands-lans-fiskevardsforbund/?o=744,https://fiskekartan.se/?fv=Borssjöns%20fvof&sp=false
393,Borstingens fvof,Kalmar,Vimmerby,4,Abborre; Gädda; Mört; Sutare,,1,0,slu_provfiske,,https://fiskekartan.se/?fv=Borstingens%20fvof&sp=false
901,Bortan-Häljeboda fvof,Värmland,"Eda, Arvika",16,Abborre; Benlöja; Braxen; Bäcknejonöga; Elritsa; Flodkräfta; Gädda; Gärs; Kräfta obestämd; Lake; Mört; Nors; Signalkräfta; Siklöja; Ål; Öring,,9,10,slu_provfiske,www.vattenagarna.se/varmlands-lans-fiskevardsforbund/?o=745,https://fiskekartan.se/?fv=Bortan-Häljeboda%20fvof&sp=false
2046,Borås-Öresjö fvof,Västra Götaland,Borås,17,Abborre; Braxen; Bäcknejonöga; Bäckröding; Elritsa; Flodkräfta; Gädda; Gärs; Gös; Kräfta obestämd; Lake; Mört; Signalkräfta; Sik; Siklöja; Ål; Öring,Abborre; Braxen; Gädda; Gärs; Gös; Lake; Mört; Sik; Siklöja; Ål,0,8,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Borås-Öresjö%20fvof&sp=false
2041,Boråssjöarnas fvof,Västra Götaland,Borås,6,Abborre; Gädda; Mört; Regnbåge; Sutare; Ål,Abborre; Gädda; Mört; Regnbåge; Sutare; Ål,0,0,fiskekartan,www.boras.se,https://fiskekartan.se/?fv=Boråssjöarnas%20fvof&sp=false
2192,Bosarpsjöns fvof,Skåne,Hässleholm,12,Abborre; Braxen; Elritsa; Gädda; Gärs; Gös; Karp; Mört; Sarv; Sutare; Ål; Öring,Abborre; Braxen; Gädda; Gös; Karp; Mört; Sutare; Ål,1,1,fiskekartan; slu_provfiske,www.bosarpasjon.se,https://fiskekartan.se/?fv=Bosarpsjöns%20fvof&sp=false
2036,Bosjöns fvof,Västra Götaland,Borås,16,Abborre; Björkna; Braxen; Elritsa; Färna; Gädda; Gös; Karp; Kräfta obestämd; Mört; Röding; Signalkräfta; Sik; Sutare; Ål; Öring,Abborre; Braxen; Gädda; Gös; Mört; Sutare; Ål,1,5,fiskekartan; slu_provfiske; gbif,www.bosjonsfvo.se/,https://fiskekartan.se/?fv=Bosjöns%20fvof&sp=false
241,Boskvarnasjöns fvof,Jönköping,"Vetlanda, Uppvidinge",9,Abborre; Bergsimpa; Gädda; Gös; Lake; Mört; Sik; Siklöja; Ål,Abborre; Gädda; Gös; Lake; Mört; Sik; Ål,1,0,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Boskvarnasjöns%20fvof&sp=false
1331,Boteå fvof,Västernorrland,"Kramfors, Sollefteå",4,Lake; Mört; Stensimpa; Öring,,0,1,slu_provfiske,,https://fiskekartan.se/?fv=Boteå%20fvof&sp=false
1861,Bottensjöns fvof,Västra Götaland,Karlsborg,15,Abborre; Benlöja; Björkna; Braxen; Gädda; Gärs; Gös; Lake; Mört; Nors; Ruda; Sarv; Siklöja; Sutare; Ål,Abborre; Benlöja; Björkna; Braxen; Gädda; Gärs; Gös; Lake; Mört; Nors; Ruda; Sarv; Sutare,2,0,fiskekartan; slu_provfiske; gbif,,https://fiskekartan.se/?fv=Bottensjöns%20fvof&sp=false
835,Botungens fvof,Värmland,"Arvika, Säffle",22,Abborre; Benlöja; Björkna; Braxen; Bäcknejonöga; Elritsa; Flodkräfta; Gädda; Gärs; Gös; Id; Lake; Lax; Mört; Nejonöga; Nors; Siklöja; Simpa (Berg-; Sten-; Stensimpa; Ål; Öring,Abborre; Gädda; Öring,1,5,fiskekartan; slu_provfiske; gbif,,https://fiskekartan.se/?fv=Botungens%20fvof&sp=false
